<BOS> hêrron helpe 900 1
<BOS> hêrron is 900 1
<BOS> hêt he 900 2
<BOS> hêt imu 900 2
<BOS> hêt ina 900 1
<BOS> hêt is 900 1
<BOS> hêt sie 900 2
<BOS> hêt thar 900 1
<BOS> hêt that 900 3
<BOS> hêt thô 900 1
<BOS> hêt ôc 900 1
<BOS> hêtan heritogo 900 1
<BOS> hêten sculun 900 1
<BOS> hêto an 900 1
<BOS> hêtun thô 900 1
<BOS> hô himilrîki 900 1
<BOS> hô strôm 900 1
<BOS> hôh hebenrîki 900 2
<BOS> hôriad nu 900 1
<BOS> hû sculun 900 1
<BOS> ia an 900 1
<BOS> iac sô 900 1
<BOS> iacobas suneas 900 1
<BOS> iacobus endi 900 1
<BOS> ibu du 800 1
<BOS> ic bium 900 2
<BOS> ic eu 900 1
<BOS> ic gelôbiu 900 1
<BOS> ic gisiu 900 1
<BOS> ic hebbiu 900 1
<BOS> ic is 900 1
<BOS> ic scal 900 1
<BOS> idis armscapen 900 1
<BOS> idis aðalborana 900 1
<BOS> idis undar 900 1
<BOS> idisi uuiopun 900 1
<BOS> igitur a 900 1
<BOS> ih auar 900 1
<BOS> ih firnimu 900 1
<BOS> ih gi-lonon 900 1
<BOS> ih hogazta 900 1
<BOS> ih iîeho 1000 1
<BOS> ih pin 1000 1
<BOS> ih pín 1000 1
<BOS> ih uueiz 900 1
<BOS> ih wallota 800 1
<BOS> ik an 900 1
<BOS> ik biun 900 2
<BOS> ik fargibu 900 1
<BOS> ik fullon 900 1
<BOS> ik fullêstiu 900 1
<BOS> ik gihorta 800 1
<BOS> ik hêr 900 1
<BOS> ik mag 900 3
<BOS> ik mah 900 1
<BOS> ik standu 900 1
<BOS> ik thoh 900 2
<BOS> ik uuilliu 900 2
<BOS> ik uuêt 900 1
<BOS> im habda 900 1
<BOS> im ni 900 2
<BOS> im uuas 900 1
<BOS> imo gant 1000 1
<BOS> imu all 900 1
<BOS> imu anduuordiade 900 2
<BOS> imu anduuordidun 900 1
<BOS> imu uuas 900 1
<BOS> in durnohtemo 1000 1
<BOS> in déro 1000 1
<BOS> in fuir 900 1
<BOS> in rabanesbrunnon 800 1
<BOS> in sól 1000 1
<BOS> in talibus 900 1
<BOS> ina quâmun 900 1
<BOS> inbot dir 1000 1
<BOS> incipe divinas 900 1
<BOS> incipit liber 1000 1
<BOS> ind er 900 2
<BOS> ine ferahu 900 1
<BOS> ingagan north-mannon 900 1
<BOS> inuuidrâdo lêdaro 900 1
<BOS> invidiosus erat 900 1
<BOS> invidiæ pacemque 900 1
<BOS> ioh alle 900 1
<BOS> ioh mir 900 1
<BOS> iohannes giungaron 900 1
<BOS> iohannes is 900 1
<BOS> iohannes quam 900 1
<BOS> iohannes stôd 900 1
<BOS> iohannes the 900 1
<BOS> iohannes thô 900 1
<BOS> iohannes uuas 900 1
<BOS> iro apostolatus 1000 1
<BOS> iro drohtines 900 1
<BOS> iro hêrron 900 2
<BOS> iro uuilleon 900 1
<BOS> irri endi 900 1
<BOS> is aldares 900 1
<BOS> is aldres 900 1
<BOS> is drôr 900 1
<BOS> is flêsk 900 1
<BOS> is gibodskepies 900 1
<BOS> is he 900 1
<BOS> is imu 900 1
<BOS> is selbes 900 5
<BOS> is thiu 900 1
<BOS> is uuerold 900 1
<BOS> ist inc 900 1
<BOS> it all 900 1
<BOS> it cumid 900 1
<BOS> it is 900 1
<BOS> it undar 900 1
<BOS> it uuas 900 1
<BOS> iudas gangan 900 1
<BOS> iudase an 900 1
<BOS> iudases hugi 900 1
<BOS> iudeo liudi 900 2
<BOS> iudeo liudio 900 1
<BOS> iudeo liudiun 900 2
<BOS> iudeon aftar 900 1
<BOS> iudeon bisprâkun 900 1
<BOS> iudeon drôgun 900 1
<BOS> iudeon faganodun 900 1
<BOS> iudeon far 900 1
<BOS> iudeono fargangan 900 1
<BOS> iudeono gumscepi 900 2
<BOS> iungaron kristes 900 1
<BOS> iungaron mîne 900 1
<BOS> iungaron thîne 900 1
<BOS> iungarun sînun 900 1
<BOS> iungron befelhan 900 1
<BOS> iuuua hêlag 900 1
<BOS> iuuuan ôduuelon 900 1
<BOS> iuuuas gôdes 900 1
<BOS> iuuues uuellîbes 900 1
<BOS> iuxta morem 900 1
<BOS> khenfun sint 900 1
<BOS> kind uuarth 900 1
<BOS> kindiung aquicot 900 1
<BOS> kindiungaro qualm 900 1
<BOS> kindiunge man 900 1
<BOS> kirie eleison 900 1
<BOS> kirie eleyson 900 1
<BOS> kirrie-leison <EOS> 900 1
<BOS> kirst imbi 1000 1
<BOS> koron uuolda 900 1
<BOS> krist im 900 1
<BOS> krist selbo 900 1
<BOS> krist up 900 1
<BOS> kristes uuârun 900 1
<BOS> kumad alle 900 1
<BOS> kumit mid 900 1
<BOS> kuning unser 900 1
<BOS> kuning uuas 900 1
<BOS> kyrie eleyson 900 1
<BOS> lag thar 900 1
<BOS> lag thie 900 1
<BOS> lagustrôm gilettien 900 1
<BOS> land antlêdean 900 1
<BOS> langa huîla 900 2
<BOS> langoda iudeon 900 1
<BOS> lazarus an 900 1
<BOS> lazaruses farlust 900 1
<BOS> leidhor thes 900 1
<BOS> lengiron lîbes 900 1
<BOS> lengron huîla 900 1
<BOS> leoblîca lêra 900 1
<BOS> letti thea 900 1
<BOS> libbeandero liudio 900 1
<BOS> libbendian an 900 1
<BOS> libbiendi te 900 1
<BOS> liet ina 900 1
<BOS> lietz her 900 1
<BOS> likkodun is 900 1
<BOS> lioban hêrron 900 1
<BOS> liobera an 900 1
<BOS> liobes an 900 1
<BOS> liodiun te 900 1
<BOS> liof endi 900 1
<BOS> lioht uuas 900 1
<BOS> listiun forlêti 900 1
<BOS> listiun talde 900 1
<BOS> listiun undar 900 1
<BOS> liudeo barnum 900 1
<BOS> liudeo drohtin 900 1
<BOS> liudeo sô 900 1
<BOS> liudeon te 900 1
<BOS> liudi lêdes 900 1
<BOS> liudi mid 900 1
<BOS> liudio an 900 1
<BOS> liudio barno 900 1
<BOS> liudio gesamnod 900 1
<BOS> liudio lîbes 900 1
<BOS> liudiun alêdid 900 1
<BOS> liudiun gilêstid 900 1
<BOS> lungra fengun 900 1
<BOS> luzîc ist 900 1
<BOS> lâgun tha 900 1
<BOS> lârea stôdun 900 1
<BOS> lâsun ende 900 1
<BOS> lât thi 900 1
<BOS> lâtad iuuua 900 1
<BOS> lâtan uueldi 900 1
<BOS> lâte man 900 2
<BOS> lætus et 900 1
<BOS> léita mih 1000 1
<BOS> lêd uuas 900 1
<BOS> lêdes alâte 900 1
<BOS> lêdes an 900 1
<BOS> lêdid up 900 1
<BOS> lêdoro gilêstio 900 1
<BOS> lêra so 900 1
<BOS> lêrde sie 900 1
<BOS> lêrde thea 900 1
<BOS> lêrdun these 900 1
<BOS> lêread gi 900 1
<BOS> lêstead iuuua 900 1
<BOS> lêstean sea 900 1
<BOS> lêsti thu 900 1
<BOS> lêt ina 900 3
<BOS> lêðaro liodio 900 1
<BOS> lêðas lôngeld 900 1
<BOS> lîbas lôsan 900 1
<BOS> lîbu bilôsie 900 1
<BOS> lîbu bilôsien 900 1
<BOS> lîhtlîcora lîd 900 1
<BOS> lînod endi 900 1
<BOS> lînodun im 900 1
<BOS> lôn an 900 1
<BOS> lôn antfâhan 900 1
<BOS> lôsid af 900 1
<BOS> lôssan sih 900 1
<BOS> magaczogo uuarth 900 1
<BOS> mahlis mid 900 1
<BOS> mahte rekkien 900 1
<BOS> mahtig barn 900 1
<BOS> mahtig drohtin 900 1
<BOS> mahtig mênis 900 1
<BOS> mahtig thuru 900 1
<BOS> mahtigne crist 900 1
<BOS> man adôgen 900 1
<BOS> man fan 900 1
<BOS> man obar 900 1
<BOS> man te 900 1
<BOS> manag fagonoda 900 1
<BOS> manag gêst 900 1
<BOS> manag mârlîc 900 1
<BOS> manag samnoda 900 2
<BOS> managa sind 900 1
<BOS> managaro mundboron 900 1
<BOS> manages mannkunnies 900 1
<BOS> manago <EOS> 900 1
<BOS> managoro drohtin 900 1
<BOS> managoro mênsculdeo 900 1
<BOS> mancunnies manag 900 1
<BOS> maneg uundrode 900 1
<BOS> manega uuâron 900 1
<BOS> mankunnies manag 900 1
<BOS> manno drohtin 900 1
<BOS> manno gehuilikes 900 1
<BOS> manno gihuilicumu 900 1
<BOS> manno kunnies 900 1
<BOS> manno mundboro 900 1
<BOS> manno sô 900 1
<BOS> manno undar 900 1
<BOS> mannun mildi 900 1
<BOS> mannun te 900 1
<BOS> manoda ina 900 1
<BOS> manon iu 900 1
<BOS> manon obar 900 1
<BOS> manon sun-diono 900 1
<BOS> marchia ad 800 1
<BOS> maria uuas 900 1
<BOS> megin folgode 900 1
<BOS> megin samnode 900 1
<BOS> meginfolc mikil 900 1
<BOS> meginthiodo gimang 900 1
<BOS> meldon for 900 1
<BOS> mendit thius 900 1
<BOS> meti manno 900 1
<BOS> metrica post 900 1
<BOS> mi is 900 1
<BOS> mi nis 900 1
<BOS> mi sculun 900 1
<BOS> mi thi 900 1
<BOS> mid baluuuercun 900 1
<BOS> mid hluttru 900 2
<BOS> mid is 900 1
<BOS> mid leohtu 900 1
<BOS> mid mannun 900 1
<BOS> mid mi 900 1
<BOS> mid sulicaru 900 1
<BOS> mid them 900 5
<BOS> mid theru 900 1
<BOS> mid thiu 900 1
<BOS> mid thius 900 1
<BOS> mid thînun 900 1
<BOS> mid uuordun 900 1
<BOS> mid uuâru 900 1
<BOS> mih selbon 900 1
<BOS> mikil endi 900 1
<BOS> mikil is 900 1
<BOS> mildean endi 900 1
<BOS> milderan mêdomgebon 900 1
<BOS> mildi uuas 900 1
<BOS> mildiran mundburd 900 1
<BOS> mina leîdûn 1000 1
<BOS> mine not-stallon 900 1
<BOS> minneon an 900 1
<BOS> minnioda an 900 1
<BOS> mir ze 1000 1
<BOS> mislîke man 900 1
<BOS> morgan te 900 1
<BOS> mundoda uuider 900 1
<BOS> muot ik 900 1
<BOS> mâdmundie man 900 1
<BOS> mârean huat 900 1
<BOS> mâri maht 900 1
<BOS> mâri meginthioda 900 1
<BOS> mâri metodogescapu 900 1
<BOS> mâriad thit 900 1
<BOS> mârien huat 900 1
<BOS> mêda managfalde 900 1
<BOS> mênda im 900 1
<BOS> mênes ni 900 1
<BOS> mêngithâhtio antsuok 900 1
<BOS> mêr gimerrid 900 1
<BOS> mêr is 900 1
<BOS> mêr sculun 900 1
<BOS> mêron mikilu 900 1
<BOS> mîdan an 900 1
<BOS> mînen úndúrnohten 1000 1
<BOS> mînes fader 900 1
<BOS> mînes môses 900 1
<BOS> mînon gêst 900 1
<BOS> môdagna mid 900 1
<BOS> môdar mid 900 1
<BOS> môdarmâgun he 900 1
<BOS> mûtspelli cumit 900 1
<BOS> nah dien 1000 1
<BOS> naht nebulo 900 1
<BOS> nahtes sîdon 900 1
<BOS> nam cum 900 1
<BOS> nam he 900 1
<BOS> nam imu 900 1
<BOS> nam is 900 1
<BOS> nam sina 900 1
<BOS> ne bi 900 1
<BOS> ne cumat 900 1
<BOS> ne druobie 900 1
<BOS> ne forhugi 900 1
<BOS> ne gi 900 1
<BOS> ne giuueldun 900 1
<BOS> ne gornot 900 1
<BOS> ne habda 900 1
<BOS> ne habdin 900 1
<BOS> ne habe 900 1
<BOS> ne ic 900 1
<BOS> ne iro 900 1
<BOS> ne lât 900 3
<BOS> ne lâtad 900 2
<BOS> ne mag 900 2
<BOS> ne mugun 900 1
<BOS> ne rôkead 900 1
<BOS> ne saca 900 1
<BOS> ne sculun 900 3
<BOS> ne sie 900 1
<BOS> ne sind 900 1
<BOS> ne sint 900 1
<BOS> ne sî 900 1
<BOS> ne sô 900 1
<BOS> ne uuelda 900 1
<BOS> ne uuilleat 900 1
<BOS> ne uuis 900 1
<BOS> ne uuolda 900 1
<BOS> ne uuâg 900 1
<BOS> ne uuârun 900 1
<BOS> ne uuît 900 1
<BOS> nebu sie 900 1
<BOS> nec mora 900 1
<BOS> nehazeta ih 1000 1
<BOS> nemnida sie 900 1
<BOS> neo endi 900 1
<BOS> neo gi 900 1
<BOS> neo hêr 900 1
<BOS> neo that 900 1
<BOS> neriendo crist 900 1
<BOS> ni bium 900 2
<BOS> ni dede 900 1
<BOS> ni fand 900 1
<BOS> ni farmuni 900 1
<BOS> ni forsuerie 900 1
<BOS> ni gaf 900 1
<BOS> ni habda 900 1
<BOS> ni he 900 2
<BOS> ni ih 900 1
<BOS> ni mag 900 2
<BOS> ni mahtes 900 1
<BOS> ni midun 900 1
<BOS> ni mugun 900 1
<BOS> ni mâread 900 1
<BOS> ni quam 900 3
<BOS> ni scal 900 3
<BOS> ni scolta 900 1
<BOS> ni seh 900 1
<BOS> ni sind 900 1
<BOS> ni sindun 900 1
<BOS> ni tharft 900 1
<BOS> ni that 900 1
<BOS> ni uuard 900 2
<BOS> ni uuas 900 8
<BOS> ni uueiz 900 1
<BOS> ni uuelda 900 3
<BOS> ni uuelde 900 1
<BOS> ni uueldun 900 2
<BOS> ni uuernian 900 1
<BOS> ni uuilliu 900 1
<BOS> ni uuisse 900 1
<BOS> ni uuitun 900 1
<BOS> ni uuâniat 900 1
<BOS> ni uuêt 900 1
<BOS> ni waniu 800 1
<BOS> nichein soso 900 1
<BOS> nidfolc iudeono 900 1
<BOS> nio gi 900 1
<BOS> nio hie 900 1
<BOS> nis eo 900 1
<BOS> nis iu 900 1
<BOS> nis mi 900 1
<BOS> nis nu 900 1
<BOS> nis that 900 1
<BOS> nis thes 900 1
<BOS> noh danne 1000 1
<BOS> noh derdar 1000 1
<BOS> noh giuuand 900 1
<BOS> noh mano 800 1
<BOS> noh nebin 1000 1
<BOS> noh uuirdid 900 1
<BOS> nu biddiu 900 1
<BOS> nu fluic 1000 1
<BOS> nu gi 900 1
<BOS> nu gornond 900 1
<BOS> nu habad 900 1
<BOS> nu habit 900 1
<BOS> nu hier 900 1
<BOS> nu hiet 900 1
<BOS> nu hruopat 900 1
<BOS> nu ic 900 2
<BOS> nu ik 900 5
<BOS> nu is 900 3
<BOS> nu lât 900 1
<BOS> nu lâtad 900 1
<BOS> nu mag 900 1
<BOS> nu maht 900 3
<BOS> nu mugun 900 1
<BOS> nu môt 900 1
<BOS> nu ni 900 2
<BOS> nu nist 900 1
<BOS> nu scal 800 1
<BOS> nu scaltu 900 1
<BOS> nu sculun 900 2
<BOS> nu seggiu 900 2
<BOS> nu sint 900 1
<BOS> nu thu 900 3
<BOS> nu thuingit 900 1
<BOS> nu uui 900 2
<BOS> nu uuill 900 1
<BOS> nu uuilli 900 1
<BOS> nu uuilliu 900 3
<BOS> nu uuirdid 900 1
<BOS> nu uuit 900 1
<BOS> nu uuêt 900 1
<BOS> nâdidun erlos 900 1
<BOS> nâh kángen 1000 1
<BOS> nâh langobardis 1000 1
<BOS> nâh sind 900 1
<BOS> nâh ín 1000 1
<BOS> nâhor mikilu 900 1
<BOS> ob her 900 1
<BOS> obar alla 900 1
<BOS> obar huarf 900 1
<BOS> obar irminthiod 900 1
<BOS> obar that 900 1
<BOS> obar thesan 900 1
<BOS> obar ênna 900 1
<BOS> obar ûsa 900 1
<BOS> ober seo 900 1
<BOS> oc scal 900 1
<BOS> oft gededa 900 1
<BOS> oft sculun 900 1
<BOS> oft siu 900 1
<BOS> omnipotens dominis 900 1
<BOS> open êuuig 900 1
<BOS> pesuoche du 1000 1
<BOS> petrus thô 900 1
<BOS> pidiu ist 900 2
<BOS> pilatus antfeng 900 1
<BOS> pilatus bigan 900 1
<BOS> pilatus gibôd 900 1
<BOS> pirgo ih 1000 1
<BOS> pist also 800 1
<BOS> præcepit namque 900 1
<BOS> psalmus david 1000 3
<BOS> pîttêmês den 900 1
<BOS> quad he 900 1
<BOS> quad that 900 12
<BOS> quadhun al 900 1
<BOS> qual an 900 1
<BOS> quam admonitionem 900 1
<BOS> quam imu 900 1
<BOS> quam thar 900 1
<BOS> quasi diceret 1000 1
<BOS> quat that 900 2
<BOS> quathie <EOS> 900 3
<BOS> quedda sia 900 1
<BOS> quelidun an 900 1
<BOS> qui iussis 900 1
<BOS> qui prius 900 1
<BOS> quimit he 900 1
<BOS> quod opus 900 1
<BOS> quâdun that 900 1
<BOS> quâla bi 900 1
<BOS> quâmum <EOS> 900 1
<BOS> quâmun managa 900 1
<BOS> quâmun thar 900 2
<BOS> quâmut <EOS> 900 1
<BOS> redi retro 1000 1
<BOS> redinon uuid 900 1
<BOS> reht sô 900 9
<BOS> reit her 900 1
<BOS> rekidun an 900 1
<BOS> rincos sâtun 900 1
<BOS> rink an 900 1
<BOS> rith-mus teutonicus 900 1
<BOS> romanum imperium 1000 1
<BOS> râd for 900 1
<BOS> rîki thiodan 900 1
<BOS> rîkies drohtines 900 1
<BOS> saca endi 900 1
<BOS> saga huat 900 1
<BOS> saga ûs 900 2
<BOS> sagda thuo 900 1
<BOS> sagde im 900 2
<BOS> sagde imu 900 1
<BOS> sagdun thô 900 1
<BOS> sage mir 900 1
<BOS> sah imu 900 1
<BOS> sak ina 900 1
<BOS> salomon the 900 1
<BOS> samuuurdi gesprecan 900 1
<BOS> sang lioth 900 1
<BOS> sang uuas 900 1
<BOS> sapiens homo 900 1
<BOS> sar mit 900 1
<BOS> sat im 900 1
<BOS> satanas giuuêt 900 1
<BOS> satanas selbo 900 1
<BOS> scal ik 900 1
<BOS> scalt thînan 900 1
<BOS> scoldun sie 900 1
<BOS> scrêd forduuardes 900 1
<BOS> scrîd thi 900 1
<BOS> scródo mih 1000 1
<BOS> scámeg uuérden 1000 1
<BOS> scîn uuas 900 1
<BOS> sea ên 900 1
<BOS> secundum augustinum 1000 1
<BOS> securus latam 900 1
<BOS> segel up 900 1
<BOS> seggean te 900 1
<BOS> seggean them 900 1
<BOS> seggian an 900 1
<BOS> seggian fan 900 1
<BOS> seggian that 900 1
<BOS> selbo gisittian 900 1
<BOS> selbo is 900 1
<BOS> selbo mid 900 1
<BOS> selbo sagda 900 1
<BOS> selbo seggian 900 1
<BOS> selbon antkendun 900 1
<BOS> selbon gisâhun 900 1
<BOS> selbon sandi 900 1
<BOS> selbon seggiad 900 1
<BOS> selbon thes 900 1
<BOS> self upp 900 1
<BOS> selida âno 900 1
<BOS> sette sie 900 1
<BOS> si hûotet 1000 1
<BOS> si ist 1000 1
<BOS> si ni 900 1
<BOS> si thar 900 1
<BOS> sia hietun 900 2
<BOS> sia him 900 1
<BOS> sia im 900 1
<BOS> sia ni 900 4
<BOS> sia obar 900 1
<BOS> sia quâdun 900 1
<BOS> sia sagdun 900 1
<BOS> sia sprâcun 900 1
<BOS> sia uuârun 900 1
<BOS> sibun uuintar 900 1
<BOS> sic nimirum 900 1
<BOS> sidh uuarth 900 1
<BOS> sie bigunnun 900 1
<BOS> sie bâdun 900 1
<BOS> sie cumad 900 1
<BOS> sie côs 900 1
<BOS> sie gibod 900 1
<BOS> sie gihôrdun 900 1
<BOS> sie guldun 900 1
<BOS> sie kûddun 900 1
<BOS> sie lêstun 900 1
<BOS> sie mahtun 900 1
<BOS> sie ni 900 6
<BOS> sie quâdun 900 3
<BOS> sie rêdun 900 1
<BOS> sie sind 900 1
<BOS> sie sint 1000 1
<BOS> sie sprecad 900 1
<BOS> sie uueldun 900 1
<BOS> sie uundradun 900 1
<BOS> sie uurdun 900 1
<BOS> sie uuârun 900 2
<BOS> sie uuêgeat 900 1
<BOS> simbla ôdarhuuedar 900 1
<BOS> simeon uuas 900 1
<BOS> simla gi 900 1
<BOS> simla he 900 1
<BOS> simlun gi 900 1
<BOS> simnen uuesat 900 1
<BOS> sin uuarth 900 1
<BOS> sina uuidar-sah-chon 900 1
<BOS> sinan fianton 900 1
<BOS> sinc gesamnod 900 1
<BOS> sind unca 900 1
<BOS> sinemo kunnie 900 1
<BOS> sinlîf sehan 900 1
<BOS> siu bad 900 1
<BOS> siu habde 900 1
<BOS> siu imu 900 1
<BOS> siu is 900 1
<BOS> siu môsta 900 1
<BOS> siu ni 900 1
<BOS> siu quad 900 1
<BOS> siu quam 900 1
<BOS> siu thô 900 1
<BOS> siu uuas 900 1
<BOS> sizi sizi 1000 1
<BOS> sizi vilo 1000 1
<BOS> siðan sculun 900 1
<BOS> skenkeon drôgin 900 1
<BOS> skerida im 900 1
<BOS> skir min 900 1
<BOS> skir minan 900 2
<BOS> skrêd lioht 900 1
<BOS> skrêd the 900 1
<BOS> skrêd uuester 900 1
<BOS> skîri mid 900 1
<BOS> slâpad gi 900 1
<BOS> slâpandiun an 900 1
<BOS> slôgun an 900 1
<BOS> slôpi thi 900 1
<BOS> snel indi 900 1
<BOS> snêuue gilîcost 900 1
<BOS> so bruche 900 1
<BOS> so garo 900 1
<BOS> so iung 900 1
<BOS> so lango 900 2
<BOS> so man 800 1
<BOS> so mánig 1000 1
<BOS> so sprac 900 1
<BOS> so thaz 900 1
<BOS> so uuar 900 1
<BOS> so uue 900 1
<BOS> so uuer 900 1
<BOS> sorgên mac 900 1
<BOS> soroga uuarð 900 1
<BOS> sorogon for 900 1
<BOS> spemque suam 900 1
<BOS> spenis mih 800 1
<BOS> spilodun ther 900 1
<BOS> spuodda thie 900 1
<BOS> spâher man 900 1
<BOS> stigun mid 900 1
<BOS> strîdiun feridun 900 1
<BOS> strôm an 900 1
<BOS> stulti sunt 900 1
<BOS> stultus tole 900 1
<BOS> stuod ênn 900 1
<BOS> stuodun nîdhuata 900 1
<BOS> stuol hier 900 1
<BOS> stên ni 900 1
<BOS> stês thi 900 1
<BOS> stêt pî 900 1
<BOS> stôd allaro 900 1
<BOS> stôd imu 900 1
<BOS> stôd ine 900 1
<BOS> stôd that 900 1
<BOS> stôd thegan 900 1
<BOS> stôdun uuîsa 900 1
<BOS> stôdun uuîse 900 1
<BOS> stôp af 900 1
<BOS> suang gisuerc 900 1
<BOS> suart furður 900 1
<BOS> sueltan an 900 1
<BOS> sulic gidêli 900 1
<BOS> sulic lôn 900 1
<BOS> sulic sint 900 1
<BOS> sulica firinsprâka 900 1
<BOS> sulike gesîdos 900 1
<BOS> sum biginnit 900 1
<BOS> sum fol 900 1
<BOS> sum habit 900 1
<BOS> sum imo 900 1
<BOS> sum it 900 3
<BOS> sum mann 900 1
<BOS> sum quam 900 2
<BOS> sum skachari 900 1
<BOS> sum sô 900 2
<BOS> sum thar 900 2
<BOS> sum uuard 900 1
<BOS> sum uuas 900 1
<BOS> sum uuirdid 900 1
<BOS> suma hapt 800 1
<BOS> suma sia 900 1
<BOS> suma uuârun 900 1
<BOS> suman thuruh-stah 900 1
<BOS> sume sar 900 1
<BOS> sume uuârun 900 1
<BOS> sumun uuârun 900 1
<BOS> sundar gesittien 900 1
<BOS> sundea geuuirkea 900 1
<BOS> sundeono sicoran 900 1
<BOS> sundiono sicura 900 1
<BOS> sundor tesamne 900 1
<BOS> sunie drohtines 900 1
<BOS> sunne te 900 1
<BOS> sunnea gesagdin 900 1
<BOS> suno drohtines 900 1
<BOS> sunu drohtines 900 2
<BOS> sunufatarungo iro 800 1
<BOS> suuîdo gôd 900 1
<BOS> suuîdo niudlîco 900 1
<BOS> suuîdo uuârlico 900 1
<BOS> suâses mannes 900 1
<BOS> suîdo an 900 1
<BOS> suîdo godcund 900 1
<BOS> suîdo hardlico 900 1
<BOS> suîdo leoblîc 900 1
<BOS> suîdo thrîstmôd 900 1
<BOS> suîdo unuuanda 900 1
<BOS> suîđo an 900 1
<BOS> sálbotost min 1000 1
<BOS> sâlig barn 900 1
<BOS> sâlig folc 900 1
<BOS> sâlig gesîdi 900 1
<BOS> sâlige sind 900 3
<BOS> sân aftar 900 1
<BOS> sâr des 1000 1
<BOS> sâtun im 900 1
<BOS> sêraga sâtun 900 1
<BOS> síh no 1000 1
<BOS> sî bigunnun 900 1
<BOS> sî hábet 1000 1
<BOS> sîd iz 1000 1
<BOS> sîdodun idisi 900 1
<BOS> sîdodun iudeon 900 1
<BOS> sîdon gisundon 900 1
<BOS> sîdon te 900 1
<BOS> sîdon thar 900 1
<BOS> sîdur openlîco 900 1
<BOS> sîduuôrige man 900 1
<BOS> sîmon petrus 900 3
<BOS> sîn tac 900 1
<BOS> sînu huô 900 1
<BOS> sîđoda im 900 1
<BOS> sô anthlidun 900 1
<BOS> sô châmen 1000 1
<BOS> sô cumid 900 2
<BOS> sô cumit 900 1
<BOS> sô daz 900 2
<BOS> sô deda 900 1
<BOS> sô dede 900 1
<BOS> sô denne 900 1
<BOS> sô dioterih 1000 1
<BOS> sô duo 1000 1
<BOS> sô duod 900 2
<BOS> sô duot 900 4
<BOS> sô dâr 900 1
<BOS> sô dô 1000 1
<BOS> sô dôd 900 1
<BOS> sô eo 900 1
<BOS> sô farmunste 900 1
<BOS> sô gefragn 900 2
<BOS> sô gifastnod 900 1
<BOS> sô gifragn 900 3
<BOS> sô gornode 900 1
<BOS> sô habde 900 1
<BOS> sô hardo 900 1
<BOS> sô he 900 4
<BOS> sô huan 900 1
<BOS> sô huat 900 1
<BOS> sô hue 900 4
<BOS> sô huemu 900 1
<BOS> sô huene 900 2
<BOS> sô huilic 900 1
<BOS> sô huuat 900 1
<BOS> sô huue 900 2
<BOS> sô hêlde 900 1
<BOS> sô ic 900 1
<BOS> sô im 900 1
<BOS> sô ina 900 1
<BOS> sô is 900 2
<BOS> sô it 900 1
<BOS> sô kûd 900 1
<BOS> sô lêrda 900 1
<BOS> sô lêrde 900 2
<BOS> sô mac 900 2
<BOS> sô mag 900 2
<BOS> sô mahte 900 1
<BOS> sô manag 900 2
<BOS> sô mislîcan 900 1
<BOS> sô quâmun 900 1
<BOS> sô rûmde 900 1
<BOS> sô sama 900 1
<BOS> sô samo 900 1
<BOS> sô scal 900 1
<BOS> sô scolda 900 1
<BOS> sô sculun 900 5
<BOS> sô sind 900 1
<BOS> sô sprac 900 1
<BOS> sô spâhlîco 900 1
<BOS> sô stôdun 900 1
<BOS> sô thana 900 1
<BOS> sô that 900 1
<BOS> sô thiu 900 1
<BOS> sô thuo 900 2
<BOS> sô thô 900 3
<BOS> sô uuard 900 1
<BOS> sô uuas 900 4
<BOS> sô uuirdid 900 3
<BOS> sô uuit 900 1
<BOS> sô uuitin 900 1
<BOS> sô uurdun 900 2
<BOS> sô uurôgdun 900 1
<BOS> sô uuégoe 1000 1
<BOS> sô uuîsda 900 1
<BOS> sô áber 1000 1
<BOS> sô êgrohtful 900 1
<BOS> sô íst 1000 2
<BOS> sôdlîco segis 900 1
<BOS> sôhta imo 900 1
<BOS> sôhtum daz 900 1
<BOS> sôkead fadar 900 1
<BOS> sôðas gisagdun 900 1
<BOS> sús chéde 1000 1
<BOS> tannân geskáh 1000 1
<BOS> tanta namque 900 1
<BOS> te allaro 900 1
<BOS> te astandanne 900 1
<BOS> te bedu 900 1
<BOS> te dôma 900 1
<BOS> te gebu 900 1
<BOS> te gidroge 900 1
<BOS> te gihôrianne 900 1
<BOS> te giseggianne 900 1
<BOS> te hlûd 900 1
<BOS> te huî 900 4
<BOS> te scauuonne 900 1
<BOS> te themu 900 1
<BOS> te thero 900 1
<BOS> te theru 900 1
<BOS> te thiu 900 1
<BOS> te uuinnanne 900 1
<BOS> te uuêgeanne 900 1
<BOS> tefôr folc 900 1
<BOS> teglîdid grôni 900 1
<BOS> ter hímel 1000 1
<BOS> thagoda endi 900 1
<BOS> than aftar 900 2
<BOS> than beginnid 900 1
<BOS> than biginnid 900 2
<BOS> than brêdid 900 1
<BOS> than bêd 900 2
<BOS> than eft 900 1
<BOS> than farlêdead 900 1
<BOS> than findis 900 1
<BOS> than fuorun 900 1
<BOS> than fôrun 900 1
<BOS> than gangad 900 1
<BOS> than gi 900 5
<BOS> than habas 900 1
<BOS> than habda 900 2
<BOS> than habde 900 1
<BOS> than habed 900 1
<BOS> than hald 900 1
<BOS> than halt 900 1
<BOS> than he 900 1
<BOS> than hogda 900 1
